transaction_id,timestamp,payment_method,bank,device_type,amount,status,failure_reason
TXN176596,2025-03-05 14:27:00,UPI,HDFC Bank,iOS,198.13,SUCCESS,
TXN155469,2025-03-05 14:32:00,Debit Card,ICICI Bank,Android,1575.86,SUCCESS,
TXN164520,2025-03-05 14:32:00,Credit Card,ICICI Bank,Desktop,1934.79,SUCCESS,
TXN148007,2025-03-05 14:33:00,Credit Card,Kotak Bank,iOS,737.29,SUCCESS,
TXN117248,2025-03-05 14:33:00,Net Banking,Kotak Bank,Desktop,2003.52,SUCCESS,
TXN122132,2025-03-05 14:35:00,UPI,ICICI Bank,Android,3146.11,SUCCESS,
TXN112901,2025-03-05 14:39:00,Net Banking,Kotak Bank,Android,383.15,SUCCESS,
TXN111019,2025-03-05 14:48:00,Credit Card,Kotak Bank,Desktop,863.85,SUCCESS,
TXN104855,2025-03-05 14:52:00,UPI,Axis Bank,iOS,12294.8,SUCCESS,
TXN170317,2025-03-05 14:54:00,UPI,ICICI Bank,Android,634.11,SUCCESS,
TXN118844,2025-03-05 14:56:00,UPI,Axis Bank,Android,1587.85,SUCCESS,
TXN157311,2025-03-05 14:59:00,UPI,Kotak Bank,Desktop,6850.86,SUCCESS,
TXN155817,2025-03-05 15:01:00,Credit Card,Axis Bank,iOS,1450.11,SUCCESS,
TXN104583,2025-03-05 15:05:00,Debit Card,ICICI Bank,Desktop,373.43,SUCCESS,
TXN179112,2025-03-05 15:08:00,UPI,SBI,Desktop,1331.43,SUCCESS,
TXN147107,2025-03-05 15:11:00,UPI,HDFC Bank,Android,929.05,SUCCESS,
TXN115024,2025-03-05 15:11:00,Credit Card,HDFC Bank,Android,785.6,SUCCESS,
TXN102826,2025-03-05 15:15:00,UPI,SBI,Desktop,98.17,SUCCESS,
TXN122066,2025-03-05 15:19:00,UPI,ICICI Bank,iOS,8541.43,SUCCESS,
TXN123077,2025-03-05 15:24:00,Net Banking,ICICI Bank,iOS,774.05,SUCCESS,
TXN115455,2025-03-05 15:25:00,Credit Card,ICICI Bank,Android,5432.9,SUCCESS,
TXN119106,2025-03-05 15:39:00,Credit Card,ICICI Bank,Android,2349.78,SUCCESS,
TXN161333,2025-03-05 15:39:00,Credit Card,SBI,Android,1287.91,SUCCESS,
TXN134769,2025-03-05 15:39:00,Debit Card,Yes Bank,Android,866.57,SUCCESS,
TXN125705,2025-03-05 15:40:00,UPI,ICICI Bank,Desktop,923.94,SUCCESS,
TXN172528,2025-03-05 15:44:00,Debit Card,Kotak Bank,Android,543.66,SUCCESS,
TXN105355,2025-03-05 15:44:00,Debit Card,Kotak Bank,Android,421.05,SUCCESS,
TXN164081,2025-03-05 15:48:00,Debit Card,HDFC Bank,Android,1701.57,SUCCESS,
TXN130743,2025-03-05 15:48:00,Credit Card,Kotak Bank,Android,4703.35,SUCCESS,
TXN155281,2025-03-05 16:01:00,UPI,HDFC Bank,iOS,1114.11,SUCCESS,
TXN130030,2025-03-05 16:01:00,Credit Card,SBI,Android,677.26,SUCCESS,
TXN103770,2025-03-05 16:02:00,Net Banking,ICICI Bank,iOS,1526.76,SUCCESS,
TXN144907,2025-03-05 16:06:00,UPI,SBI,Android,6882.47,SUCCESS,
TXN174118,2025-03-05 16:08:00,UPI,Axis Bank,iOS,2322.11,SUCCESS,
TXN120312,2025-03-05 16:19:00,Debit Card,HDFC Bank,Android,1035.04,SUCCESS,
TXN128509,2025-03-05 16:21:00,Credit Card,HDFC Bank,Android,1389.06,FAILED,INSUFFICIENT_FUNDS
TXN129141,2025-03-05 16:21:00,UPI,HDFC Bank,Android,2035.97,SUCCESS,
TXN108852,2025-03-05 16:22:00,UPI,Kotak Bank,Android,2472.7,SUCCESS,
TXN167925,2025-03-05 16:31:00,UPI,SBI,Android,875.83,SUCCESS,
TXN175090,2025-03-05 16:32:00,Net Banking,SBI,Android,4477.36,SUCCESS,
TXN149999,2025-03-05 16:32:00,Debit Card,ICICI Bank,Android,445.84,SUCCESS,
TXN101427,2025-03-05 16:33:00,Net Banking,HDFC Bank,Android,1641.48,SUCCESS,
TXN116426,2025-03-05 16:37:00,Net Banking,Axis Bank,iOS,720.64,SUCCESS,
TXN130967,2025-03-05 16:40:00,UPI,HDFC Bank,iOS,650.95,SUCCESS,
TXN113125,2025-03-05 16:46:00,Debit Card,HDFC Bank,iOS,5075.12,SUCCESS,
TXN117619,2025-03-05 16:49:00,Debit Card,Axis Bank,Desktop,7302.49,SUCCESS,
TXN164919,2025-03-05 16:52:00,Credit Card,HDFC Bank,Android,1014.2,SUCCESS,
TXN134960,2025-03-05 17:08:00,Debit Card,Kotak Bank,iOS,2013.59,SUCCESS,
TXN161133,2025-03-05 17:12:00,Debit Card,Axis Bank,Android,804.68,SUCCESS,
TXN136617,2025-03-05 17:13:00,UPI,SBI,Desktop,386.7,SUCCESS,
TXN141758,2025-03-05 17:16:00,Wallet,ICICI Bank,iOS,810.29,SUCCESS,
TXN149356,2025-03-05 17:18:00,Credit Card,SBI,iOS,2718.65,SUCCESS,
TXN172879,2025-03-05 17:19:00,Credit Card,HDFC Bank,Desktop,543.84,SUCCESS,
TXN104599,2025-03-05 17:23:00,UPI,ICICI Bank,Android,7372.88,FAILED,INSUFFICIENT_FUNDS
TXN137128,2025-03-05 17:26:00,UPI,SBI,Android,970.78,SUCCESS,
TXN149557,2025-03-05 17:27:00,UPI,Yes Bank,iOS,1624.53,SUCCESS,
TXN118071,2025-03-05 17:28:00,UPI,SBI,Android,2147.6,SUCCESS,
TXN123906,2025-03-05 17:32:00,UPI,SBI,Android,2280.23,SUCCESS,
TXN153604,2025-03-05 17:37:00,Debit Card,ICICI Bank,Android,6744.83,SUCCESS,
TXN122846,2025-03-05 17:37:00,UPI,Kotak Bank,Android,903.24,SUCCESS,
TXN122768,2025-03-05 17:38:00,Debit Card,HDFC Bank,Android,735.41,SUCCESS,
TXN105475,2025-03-05 17:46:00,Debit Card,SBI,iOS,316.92,SUCCESS,
TXN160083,2025-03-05 17:49:00,Net Banking,HDFC Bank,Desktop,2673.82,SUCCESS,
TXN117961,2025-03-05 17:49:00,UPI,Yes Bank,iOS,1432.52,FAILED,INSUFFICIENT_FUNDS
TXN179958,2025-03-05 17:51:00,UPI,SBI,Android,2042.08,SUCCESS,
TXN142741,2025-03-05 17:54:00,UPI,Kotak Bank,Android,576.31,SUCCESS,
TXN159550,2025-03-05 17:58:00,Debit Card,SBI,iOS,7060.23,SUCCESS,
TXN130997,2025-03-05 17:59:00,UPI,SBI,iOS,972.42,SUCCESS,
TXN162161,2025-03-05 18:07:00,Net Banking,SBI,Desktop,747.32,SUCCESS,
TXN140960,2025-03-05 18:07:00,Net Banking,Axis Bank,Android,240.66,SUCCESS,
TXN132259,2025-03-05 18:16:00,Net Banking,ICICI Bank,iOS,2798.97,SUCCESS,
TXN178005,2025-03-05 18:22:00,Net Banking,HDFC Bank,iOS,1441.61,SUCCESS,
TXN118126,2025-03-05 18:22:00,Debit Card,SBI,Android,4628.58,SUCCESS,
TXN174605,2025-03-05 18:23:00,Net Banking,ICICI Bank,Android,714.22,SUCCESS,
TXN119485,2025-03-05 18:25:00,Debit Card,SBI,iOS,2297.45,FAILED,BANK_DECLINE
TXN120436,2025-03-05 18:26:00,Wallet,Yes Bank,Desktop,1652.0,SUCCESS,
TXN144954,2025-03-05 18:30:00,UPI,ICICI Bank,Android,3051.19,FAILED,BANK_DECLINE
TXN131155,2025-03-05 18:31:00,Credit Card,SBI,iOS,2079.3,SUCCESS,
TXN111420,2025-03-05 18:36:00,Credit Card,Yes Bank,iOS,159.03,SUCCESS,
TXN159246,2025-03-05 18:37:00,UPI,Axis Bank,Android,5518.15,SUCCESS,
TXN144826,2025-03-05 18:49:00,Net Banking,SBI,Android,1445.96,SUCCESS,
TXN161539,2025-03-05 18:56:00,Credit Card,HDFC Bank,Android,1399.45,SUCCESS,
TXN178671,2025-03-05 19:05:00,Net Banking,Axis Bank,Android,847.77,SUCCESS,
TXN115704,2025-03-05 19:06:00,Credit Card,SBI,Android,1152.26,SUCCESS,
TXN142166,2025-03-05 19:08:00,UPI,Kotak Bank,Android,1114.49,FAILED,GATEWAY_ERROR
TXN125164,2025-03-05 19:12:00,Credit Card,HDFC Bank,Android,4617.22,SUCCESS,
TXN149275,2025-03-05 19:12:00,UPI,Axis Bank,Android,2331.39,SUCCESS,
TXN134510,2025-03-05 19:27:00,Debit Card,Yes Bank,Android,1166.72,SUCCESS,
TXN173370,2025-03-05 19:35:00,UPI,Kotak Bank,Android,6895.49,FAILED,BANK_TIMEOUT
TXN161054,2025-03-05 19:59:00,UPI,Kotak Bank,Android,1038.45,FAILED,BANK_TIMEOUT
TXN162937,2025-03-05 20:02:00,UPI,SBI,iOS,913.3,SUCCESS,
TXN113812,2025-03-05 20:03:00,Debit Card,HDFC Bank,Desktop,3068.62,SUCCESS,
TXN107521,2025-03-05 20:06:00,Credit Card,Kotak Bank,Desktop,816.9,SUCCESS,
TXN132458,2025-03-05 20:11:00,Credit Card,ICICI Bank,Android,3110.98,SUCCESS,
TXN140431,2025-03-05 20:37:00,Credit Card,Yes Bank,Android,2169.05,SUCCESS,
TXN145079,2025-03-05 20:41:00,UPI,HDFC Bank,Desktop,380.34,SUCCESS,
TXN178453,2025-03-05 20:42:00,Net Banking,Axis Bank,Android,1446.24,SUCCESS,
TXN106293,2025-03-05 20:59:00,Credit Card,SBI,iOS,1123.91,SUCCESS,
TXN168979,2025-03-05 21:01:00,UPI,HDFC Bank,iOS,517.13,SUCCESS,
TXN140809,2025-03-05 21:02:00,UPI,Kotak Bank,iOS,544.68,SUCCESS,
TXN130492,2025-03-05 21:03:00,UPI,Axis Bank,Android,7487.46,SUCCESS,
TXN132755,2025-03-05 21:09:00,UPI,Yes Bank,Android,726.28,SUCCESS,
TXN101186,2025-03-05 21:14:00,UPI,SBI,Android,310.71,SUCCESS,
TXN142436,2025-03-05 21:15:00,UPI,HDFC Bank,iOS,8313.04,SUCCESS,
TXN103123,2025-03-05 21:17:00,UPI,Axis Bank,iOS,1653.76,FAILED,BANK_DECLINE
TXN105664,2025-03-05 21:17:00,UPI,Kotak Bank,iOS,4023.44,FAILED,GATEWAY_ERROR
TXN150023,2025-03-05 21:23:00,UPI,Kotak Bank,Desktop,880.98,FAILED,BANK_TIMEOUT
TXN175499,2025-03-05 21:23:00,Debit Card,Yes Bank,iOS,1167.34,SUCCESS,
TXN111459,2025-03-05 21:27:00,Debit Card,Yes Bank,Android,5465.31,SUCCESS,
TXN145682,2025-03-05 21:37:00,Credit Card,SBI,iOS,2898.47,SUCCESS,
TXN167341,2025-03-05 21:38:00,Credit Card,SBI,Desktop,1108.81,SUCCESS,
TXN124218,2025-03-05 21:40:00,Debit Card,Kotak Bank,Android,525.21,SUCCESS,
TXN176553,2025-03-05 21:41:00,Credit Card,ICICI Bank,iOS,1885.26,SUCCESS,
TXN130915,2025-03-05 21:41:00,UPI,SBI,Android,676.26,SUCCESS,
TXN143972,2025-03-05 21:47:00,Wallet,Yes Bank,Android,1493.77,SUCCESS,
TXN134120,2025-03-05 21:48:00,Debit Card,HDFC Bank,Android,2061.74,SUCCESS,
TXN158889,2025-03-05 21:49:00,Net Banking,Kotak Bank,iOS,536.51,SUCCESS,
TXN100587,2025-03-05 21:51:00,UPI,ICICI Bank,Android,1299.34,SUCCESS,
TXN167409,2025-03-05 21:52:00,Net Banking,HDFC Bank,Android,479.39,SUCCESS,
TXN133304,2025-03-05 21:59:00,Credit Card,HDFC Bank,iOS,2645.77,SUCCESS,
TXN170719,2025-03-05 22:03:00,Debit Card,SBI,iOS,7312.62,SUCCESS,
TXN148106,2025-03-05 22:06:00,Debit Card,Kotak Bank,Android,3648.17,SUCCESS,
TXN156596,2025-03-05 22:13:00,Net Banking,Kotak Bank,Android,309.44,SUCCESS,
TXN166026,2025-03-05 22:14:00,Debit Card,Kotak Bank,Android,384.31,SUCCESS,
TXN175987,2025-03-05 22:15:00,UPI,ICICI Bank,iOS,3177.51,SUCCESS,
TXN149759,2025-03-05 22:18:00,UPI,Axis Bank,Android,1747.66,SUCCESS,
TXN151360,2025-03-05 22:21:00,UPI,Axis Bank,iOS,3279.26,SUCCESS,
TXN165881,2025-03-05 22:21:00,Net Banking,SBI,iOS,3943.09,SUCCESS,
TXN111159,2025-03-05 22:27:00,Debit Card,ICICI Bank,Android,595.04,SUCCESS,
TXN126180,2025-03-05 22:29:00,Net Banking,Axis Bank,Android,249.82,SUCCESS,
TXN118292,2025-03-05 22:31:00,UPI,SBI,Desktop,2372.39,SUCCESS,
TXN178582,2025-03-05 22:33:00,UPI,Axis Bank,Desktop,978.34,SUCCESS,
TXN102081,2025-03-05 22:35:00,Credit Card,ICICI Bank,Android,1600.37,SUCCESS,
TXN143233,2025-03-05 22:38:00,Credit Card,ICICI Bank,Android,2129.22,SUCCESS,
TXN105443,2025-03-05 22:42:00,Wallet,ICICI Bank,Desktop,242.32,SUCCESS,
TXN172518,2025-03-05 22:45:00,Credit Card,Kotak Bank,iOS,1442.46,SUCCESS,
TXN117639,2025-03-05 22:47:00,Debit Card,Kotak Bank,Desktop,1479.75,SUCCESS,
TXN137921,2025-03-05 22:53:00,Wallet,HDFC Bank,Desktop,1738.08,SUCCESS,
TXN140878,2025-03-05 22:55:00,Net Banking,Axis Bank,iOS,856.43,SUCCESS,
TXN176071,2025-03-05 23:08:00,UPI,ICICI Bank,Android,814.56,FAILED,INSUFFICIENT_FUNDS
TXN148651,2025-03-05 23:22:00,UPI,HDFC Bank,iOS,1113.67,SUCCESS,
TXN141144,2025-03-05 23:24:00,UPI,SBI,Android,1023.94,SUCCESS,
TXN152826,2025-03-05 23:25:00,UPI,Kotak Bank,Android,129.35,FAILED,INVALID_VPA_RESPONSE
TXN110802,2025-03-05 23:26:00,UPI,HDFC Bank,iOS,3650.82,SUCCESS,
TXN108962,2025-03-05 23:26:00,Credit Card,ICICI Bank,Android,837.25,SUCCESS,
TXN141087,2025-03-05 23:36:00,Net Banking,SBI,Android,2615.91,SUCCESS,
TXN102975,2025-03-05 23:40:00,Credit Card,SBI,iOS,1798.91,SUCCESS,
TXN163852,2025-03-05 23:41:00,UPI,ICICI Bank,Android,1255.84,SUCCESS,
TXN146048,2025-03-05 23:44:00,UPI,ICICI Bank,iOS,798.54,SUCCESS,
TXN155373,2025-03-05 23:49:00,UPI,ICICI Bank,Desktop,434.48,FAILED,BANK_DECLINE
TXN132488,2025-03-05 23:58:00,UPI,HDFC Bank,iOS,4107.59,SUCCESS,
TXN138783,2025-03-05 23:58:00,Debit Card,SBI,Android,827.62,SUCCESS,
TXN108699,2025-03-06 00:00:00,UPI,ICICI Bank,iOS,1753.07,FAILED,OTP_TIMEOUT
TXN157448,2025-03-06 00:01:00,Debit Card,Kotak Bank,iOS,2719.8,FAILED,NETWORK_ERROR
TXN124466,2025-03-06 00:07:00,UPI,HDFC Bank,Desktop,3086.25,FAILED,INSUFFICIENT_FUNDS
TXN101690,2025-03-06 00:09:00,UPI,SBI,Android,1615.03,SUCCESS,
TXN179288,2025-03-06 00:13:00,UPI,Axis Bank,Android,2728.73,SUCCESS,
TXN155685,2025-03-06 00:13:00,UPI,Yes Bank,Android,3057.7,SUCCESS,
TXN119337,2025-03-06 00:14:00,Credit Card,Kotak Bank,Android,808.49,SUCCESS,
TXN179608,2025-03-06 00:14:00,Debit Card,HDFC Bank,Desktop,2452.42,SUCCESS,
TXN166771,2025-03-06 00:15:00,Debit Card,ICICI Bank,Android,1920.57,SUCCESS,
TXN114840,2025-03-06 00:15:00,UPI,Yes Bank,iOS,1379.46,SUCCESS,
TXN151698,2025-03-06 00:16:00,UPI,SBI,Android,659.1,SUCCESS,
TXN163457,2025-03-06 00:16:00,UPI,HDFC Bank,Desktop,542.74,SUCCESS,
TXN100783,2025-03-06 00:16:00,Credit Card,HDFC Bank,Desktop,10519.22,FAILED,RISK_CHECK_DECLINED
TXN178764,2025-03-06 00:25:00,Net Banking,SBI,iOS,2411.85,SUCCESS,
TXN129055,2025-03-06 00:34:00,Net Banking,HDFC Bank,Android,238.54,SUCCESS,
TXN137031,2025-03-06 00:36:00,UPI,ICICI Bank,Android,3213.37,SUCCESS,
TXN137328,2025-03-06 00:38:00,Credit Card,HDFC Bank,iOS,475.34,SUCCESS,
TXN101688,2025-03-06 00:38:00,UPI,HDFC Bank,iOS,2790.52,SUCCESS,
TXN117075,2025-03-06 00:38:00,UPI,SBI,iOS,879.03,SUCCESS,
TXN123437,2025-03-06 00:38:00,Wallet,ICICI Bank,Desktop,1156.75,SUCCESS,
TXN160250,2025-03-06 00:43:00,Debit Card,HDFC Bank,Android,2279.73,SUCCESS,
TXN141143,2025-03-06 00:43:00,Wallet,SBI,iOS,603.96,SUCCESS,
TXN174638,2025-03-06 00:45:00,UPI,HDFC Bank,Android,1846.4,SUCCESS,
TXN143781,2025-03-06 00:47:00,UPI,SBI,Desktop,1234.37,SUCCESS,
TXN136850,2025-03-06 00:50:00,Net Banking,SBI,Android,2352.76,SUCCESS,
TXN144384,2025-03-06 00:54:00,Debit Card,Kotak Bank,iOS,1327.56,SUCCESS,
TXN157089,2025-03-06 00:55:00,UPI,SBI,Android,1156.27,SUCCESS,
TXN155480,2025-03-06 00:55:00,Debit Card,Kotak Bank,Android,304.82,SUCCESS,
TXN114058,2025-03-06 00:58:00,Debit Card,ICICI Bank,iOS,2349.8,SUCCESS,
TXN136977,2025-03-06 00:58:00,UPI,ICICI Bank,iOS,1911.11,SUCCESS,
TXN150575,2025-03-06 00:58:00,UPI,SBI,Desktop,2453.87,SUCCESS,
TXN147880,2025-03-06 01:11:00,UPI,HDFC Bank,Android,2746.12,SUCCESS,
TXN106919,2025-03-06 01:13:00,UPI,Kotak Bank,Android,1461.73,FAILED,INVALID_VPA_RESPONSE
TXN155249,2025-03-06 01:15:00,UPI,Axis Bank,Desktop,2985.9,SUCCESS,
TXN144303,2025-03-06 01:18:00,Net Banking,HDFC Bank,iOS,623.33,SUCCESS,
TXN169756,2025-03-06 01:24:00,Credit Card,Kotak Bank,Android,1782.81,SUCCESS,
TXN131204,2025-03-06 01:32:00,Debit Card,Kotak Bank,Android,789.82,SUCCESS,
TXN111412,2025-03-06 01:38:00,UPI,ICICI Bank,Android,547.58,SUCCESS,
TXN119527,2025-03-06 01:43:00,UPI,Axis Bank,Android,462.16,SUCCESS,
TXN178795,2025-03-06 01:47:00,UPI,Axis Bank,iOS,580.64,SUCCESS,
TXN112712,2025-03-06 01:49:00,Debit Card,HDFC Bank,iOS,374.71,SUCCESS,
TXN111015,2025-03-06 01:54:00,UPI,ICICI Bank,Android,14514.57,SUCCESS,
TXN118284,2025-03-06 01:58:00,Credit Card,SBI,iOS,1426.94,SUCCESS,
TXN133643,2025-03-06 01:58:00,UPI,Yes Bank,Android,1120.63,SUCCESS,
TXN140234,2025-03-06 02:01:00,Credit Card,Axis Bank,iOS,267.05,SUCCESS,
TXN108425,2025-03-06 02:04:00,UPI,ICICI Bank,Android,588.19,SUCCESS,
TXN112036,2025-03-06 02:05:00,UPI,HDFC Bank,Desktop,513.13,SUCCESS,
TXN153121,2025-03-06 02:14:00,UPI,Axis Bank,Android,970.31,SUCCESS,
TXN115788,2025-03-06 02:14:00,UPI,Kotak Bank,Android,4798.45,SUCCESS,
TXN116450,2025-03-06 02:16:00,UPI,HDFC Bank,iOS,1782.43,SUCCESS,
TXN156963,2025-03-06 02:20:00,UPI,ICICI Bank,Android,969.61,SUCCESS,
TXN146455,2025-03-06 02:22:00,UPI,HDFC Bank,Android,1045.92,SUCCESS,
TXN144911,2025-03-06 02:22:00,UPI,SBI,Android,7248.64,SUCCESS,
TXN130525,2025-03-06 02:22:00,Net Banking,HDFC Bank,iOS,262.03,SUCCESS,
TXN146527,2025-03-06 02:24:00,UPI,HDFC Bank,Desktop,2858.69,SUCCESS,
TXN151088,2025-03-06 02:26:00,Debit Card,ICICI Bank,iOS,550.25,SUCCESS,
TXN156422,2025-03-06 02:29:00,UPI,Axis Bank,Android,505.78,SUCCESS,
TXN131823,2025-03-06 02:33:00,UPI,ICICI Bank,Desktop,1149.82,SUCCESS,
TXN109222,2025-03-06 02:38:00,UPI,HDFC Bank,Android,1229.44,SUCCESS,
TXN100581,2025-03-06 02:39:00,Credit Card,HDFC Bank,Desktop,268.07,SUCCESS,
TXN129065,2025-03-06 02:40:00,Debit Card,ICICI Bank,iOS,1077.13,SUCCESS,
TXN119789,2025-03-06 02:43:00,Net Banking,HDFC Bank,Android,706.76,SUCCESS,
TXN108497,2025-03-06 02:47:00,Credit Card,ICICI Bank,Desktop,2110.14,SUCCESS,
TXN129155,2025-03-06 02:48:00,Net Banking,Axis Bank,Android,961.53,FAILED,BANK_DECLINE
TXN150735,2025-03-06 02:52:00,Debit Card,Kotak Bank,Desktop,708.05,SUCCESS,
TXN112271,2025-03-06 02:53:00,UPI,SBI,Android,3218.14,SUCCESS,
TXN171218,2025-03-06 02:54:00,UPI,SBI,Android,5314.5,SUCCESS,
TXN144807,2025-03-06 02:57:00,Net Banking,ICICI Bank,iOS,1645.55,SUCCESS,
TXN178775,2025-03-06 02:59:00,Debit Card,HDFC Bank,Desktop,5140.94,SUCCESS,
TXN110608,2025-03-06 03:00:00,UPI,ICICI Bank,iOS,1047.42,SUCCESS,
TXN132890,2025-03-06 03:09:00,Debit Card,ICICI Bank,iOS,8144.5,FAILED,OTP_TIMEOUT
TXN113673,2025-03-06 03:14:00,Credit Card,HDFC Bank,iOS,376.15,FAILED,TOKENIZATION_ERROR
TXN171649,2025-03-06 03:18:00,UPI,HDFC Bank,iOS,4460.37,SUCCESS,
TXN146918,2025-03-06 03:19:00,Debit Card,Kotak Bank,Desktop,608.44,SUCCESS,
TXN175974,2025-03-06 03:21:00,Net Banking,HDFC Bank,Android,1671.83,SUCCESS,
TXN116805,2025-03-06 03:23:00,Debit Card,HDFC Bank,Android,2343.87,SUCCESS,
TXN105288,2025-03-06 03:29:00,Debit Card,ICICI Bank,iOS,3217.5,SUCCESS,
TXN139994,2025-03-06 03:53:00,Net Banking,ICICI Bank,iOS,888.38,SUCCESS,
TXN140290,2025-03-06 03:53:00,Credit Card,Axis Bank,Desktop,5375.65,SUCCESS,
TXN175423,2025-03-06 03:59:00,UPI,Axis Bank,iOS,272.99,SUCCESS,
TXN153319,2025-03-06 04:00:00,Debit Card,Kotak Bank,Android,652.23,SUCCESS,
TXN138727,2025-03-06 04:02:00,Debit Card,ICICI Bank,Android,5966.82,SUCCESS,
TXN101970,2025-03-06 04:02:00,Credit Card,Kotak Bank,Android,691.96,SUCCESS,
TXN121794,2025-03-06 04:04:00,Debit Card,Yes Bank,Android,3800.17,SUCCESS,
TXN120024,2025-03-06 04:06:00,Debit Card,Kotak Bank,iOS,8861.38,SUCCESS,
TXN115922,2025-03-06 04:13:00,UPI,ICICI Bank,Android,1898.58,SUCCESS,
TXN138631,2025-03-06 04:14:00,UPI,Kotak Bank,Android,658.85,SUCCESS,
TXN115918,2025-03-06 04:18:00,UPI,Yes Bank,Desktop,2942.46,SUCCESS,
TXN139326,2025-03-06 04:19:00,UPI,HDFC Bank,Android,1255.56,SUCCESS,
TXN110087,2025-03-06 04:20:00,Net Banking,SBI,iOS,384.63,SUCCESS,
TXN119315,2025-03-06 04:22:00,UPI,ICICI Bank,Desktop,601.06,SUCCESS,
TXN112797,2025-03-06 04:26:00,UPI,Yes Bank,Android,372.99,SUCCESS,
TXN168323,2025-03-06 04:27:00,UPI,Kotak Bank,Desktop,1478.82,SUCCESS,
TXN125586,2025-03-06 04:28:00,Net Banking,Axis Bank,Android,7968.32,FAILED,INSUFFICIENT_FUNDS
TXN137035,2025-03-06 04:28:00,Credit Card,SBI,Android,611.88,SUCCESS,
TXN132655,2025-03-06 04:31:00,UPI,Yes Bank,Desktop,857.61,SUCCESS,
TXN129497,2025-03-06 04:34:00,Credit Card,HDFC Bank,iOS,789.44,SUCCESS,
TXN175469,2025-03-06 04:35:00,Debit Card,Axis Bank,Android,3929.16,SUCCESS,
TXN169543,2025-03-06 04:37:00,UPI,ICICI Bank,Android,444.85,SUCCESS,
TXN111599,2025-03-06 04:50:00,Credit Card,HDFC Bank,Desktop,355.71,SUCCESS,
TXN162024,2025-03-06 04:51:00,UPI,ICICI Bank,Android,822.12,SUCCESS,
TXN161972,2025-03-06 04:54:00,Debit Card,ICICI Bank,Android,962.67,SUCCESS,
TXN167334,2025-03-06 04:59:00,Credit Card,Yes Bank,Android,573.01,SUCCESS,
TXN101256,2025-03-06 05:04:00,Credit Card,ICICI Bank,iOS,722.2,FAILED,OTP_TIMEOUT
TXN150655,2025-03-06 05:09:00,UPI,Kotak Bank,Android,1230.13,FAILED,INVALID_VPA_RESPONSE
TXN126878,2025-03-06 05:10:00,UPI,Kotak Bank,iOS,711.76,FAILED,BANK_TIMEOUT
TXN172692,2025-03-06 05:18:00,UPI,Yes Bank,Android,2578.4,SUCCESS,
TXN176038,2025-03-06 05:20:00,UPI,ICICI Bank,Android,2493.83,SUCCESS,
TXN103832,2025-03-06 05:21:00,Debit Card,Axis Bank,iOS,14883.26,SUCCESS,
TXN149875,2025-03-06 05:21:00,UPI,Kotak Bank,Android,1379.75,SUCCESS,
TXN137043,2025-03-06 05:27:00,UPI,SBI,Desktop,1211.38,SUCCESS,
TXN117027,2025-03-06 05:30:00,UPI,Yes Bank,iOS,2141.62,SUCCESS,
TXN171130,2025-03-06 05:31:00,UPI,HDFC Bank,Desktop,1892.13,SUCCESS,
TXN152162,2025-03-06 05:40:00,UPI,SBI,iOS,1302.6,SUCCESS,
TXN173777,2025-03-06 05:41:00,UPI,SBI,iOS,657.21,SUCCESS,
TXN140726,2025-03-06 05:41:00,Wallet,SBI,Desktop,641.98,SUCCESS,
TXN168563,2025-03-06 05:42:00,UPI,Kotak Bank,Android,857.19,SUCCESS,
TXN147144,2025-03-06 05:47:00,Credit Card,Yes Bank,Android,340.59,SUCCESS,
TXN155669,2025-03-06 05:47:00,Credit Card,ICICI Bank,Android,1448.59,SUCCESS,
TXN127680,2025-03-06 05:49:00,UPI,SBI,iOS,2174.45,FAILED,BANK_DECLINE
TXN174306,2025-03-06 05:52:00,UPI,HDFC Bank,Android,398.14,FAILED,BANK_DECLINE
TXN165088,2025-03-06 05:55:00,Net Banking,SBI,Android,2512.72,SUCCESS,
TXN153668,2025-03-06 05:57:00,UPI,HDFC Bank,Desktop,930.38,SUCCESS,
TXN148112,2025-03-06 06:02:00,UPI,ICICI Bank,Android,580.71,SUCCESS,
TXN163483,2025-03-06 06:02:00,Credit Card,SBI,Android,252.06,SUCCESS,
TXN109659,2025-03-06 06:02:00,Credit Card,ICICI Bank,Desktop,1000.57,SUCCESS,
TXN116717,2025-03-06 06:07:00,Credit Card,SBI,Desktop,4043.53,SUCCESS,
TXN168878,2025-03-06 06:12:00,Wallet,ICICI Bank,iOS,2498.74,SUCCESS,
TXN148406,2025-03-06 06:13:00,UPI,SBI,Desktop,90.49,SUCCESS,
TXN152581,2025-03-06 06:14:00,Debit Card,SBI,iOS,874.03,SUCCESS,
TXN141221,2025-03-06 06:22:00,UPI,SBI,Android,3452.12,SUCCESS,
TXN131079,2025-03-06 06:27:00,UPI,HDFC Bank,iOS,613.1,SUCCESS,
TXN127663,2025-03-06 06:28:00,Credit Card,HDFC Bank,Android,1946.83,SUCCESS,
TXN138254,2025-03-06 06:29:00,Credit Card,ICICI Bank,Android,4475.96,SUCCESS,
TXN160437,2025-03-06 06:30:00,Net Banking,Kotak Bank,iOS,467.04,SUCCESS,
TXN159869,2025-03-06 06:31:00,UPI,SBI,Android,1126.31,SUCCESS,
TXN152782,2025-03-06 06:32:00,Debit Card,Yes Bank,Android,1671.21,SUCCESS,
